antidep,var_id,cgrp,ctype,code,coef,likelir,vif,description,notes,Proper,Revised
SERTRALINE,508,dxo,ICD9,78053,0.06,1.2,1.05,"HYPERSOMNIA WITH SLEEP APNEA, UNSPECIFIED",RESIDUAL CODES; UNCLASSIFIED,"Hypersomnia With Sleep Apnea, Unspecified",Hypersomnia With Sleep Apnea
VENLAFAXINE,310,dxo,ICD9,4780,-0.15,0.81,1.06,HYPERTROPHY OF NASAL TURBINATES,OTHER UPPER RESPIRATORY DISEAS,Hypertrophy Of Nasal Turbinates,Hypertrophy Of Nasal Turbinates
SERTRALINE,160,dxo,ICD9,2761,-0.07,0.93,1.03,HYPOSMOLALITY AND/OR HYPONATREMIA,FLUID AND ELECTROLYTE DISORDER,Hyposmolality And/Or Hyponatremia,Hyposmolality And/Or Hyponatremia
CITALOPRAM,866,rx,GEN,G06097,-0.06,0.88,1.05,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
DULOXETINE,856,rx,GEN,G06097,-0.08,0.91,1.03,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
PAROXETINE,849,rx,GEN,G06097,-0.06,0.9,1.02,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
SERTRALINE,867,rx,GEN,G06097,-0.07,0.9,1.07,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
VENLAFAXINE,856,rx,GEN,G06097,-0.05,0.9,1.03,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
Less common antidepressants or combination of antidepressants,859,rx,GEN,G06097,-0.04,0.89,1.04,IBUPROFEN,ANTIARTHRITICS,Ibuprofen,Ibuprofen
Less common antidepressants or combination of antidepressants,860,rx,GEN,G06143,-0.24,0.68,1.03,IMIPRAMINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Imipramine Hcl,Imipramine 
Less common antidepressants or combination of antidepressants,593,dxo,ICD9,79021,0.06,1.26,1.02,IMPAIRED FASTING GLUCOSE,DIABETES MELLITUS WITHOUT COMP,Impaired Fasting Glucose,Impaired Fasting Glucose
SERTRALINE,371,dxo,ICD9,60784,-0.09,1.01,1.08,IMPOTENCE OF ORGANIC ORIGIN,OTHER MALE GENITAL DISORDERS,Impotence Of Organic Origin,Impotence Of Organic Origin
AMITRIPTYLINE,718,px,CPT4,90805,0.44,3.46,1.12,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
AMITRIPTYLINE,720,px,CPT4,90807,0.29,2.94,1.06,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
BUPROPION,693,px,CPT4,90805,0.18,2.17,1.15,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
BUPROPION,695,px,CPT4,90807,0.12,1.95,1.07,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
BUPROPION,694,px,CPT4,90806,0.06,1.56,1.55,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
CITALOPRAM,733,px,CPT4,90807,-0.7,0.28,1.08,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
CITALOPRAM,731,px,CPT4,90805,-0.57,0.34,1.17,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
CITALOPRAM,732,px,CPT4,90806,-0.5,0.37,1.7,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DESVENLAFAXINE,712,px,CPT4,90807,-0.71,0.31,1.1,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DESVENLAFAXINE,710,px,CPT4,90805,-0.61,0.35,1.2,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
DESVENLAFAXINE,711,px,CPT4,90806,-0.41,0.41,1.59,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DOXEPIN,709,px,CPT4,90806,-0.39,0.56,1.23,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DOXEPIN,710,px,CPT4,90807,-0.39,0.62,1.09,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DOXEPIN,708,px,CPT4,90805,-0.26,0.73,1.17,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
DULOXETINE,729,px,CPT4,90805,-0.44,0.47,1.21,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
DULOXETINE,730,px,CPT4,90806,-0.4,0.49,1.58,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
ESCITALOPRAM,711,px,CPT4,90807,-0.32,0.71,1.08,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
ESCITALOPRAM,710,px,CPT4,90806,-0.3,0.65,1.63,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
ESCITALOPRAM,709,px,CPT4,90805,-0.25,0.82,1.15,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
FLUOXETINE,702,px,CPT4,90807,-0.61,0.31,1.09,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
FLUOXETINE,700,px,CPT4,90805,-0.53,0.36,1.18,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
FLUOXETINE,701,px,CPT4,90806,-0.48,0.39,1.7,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
MIRTAZAPINE,774,px,CPT4,90807,-0.24,0.89,1.09,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
MIRTAZAPINE,772,px,CPT4,90805,-0.15,1.02,1.19,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
MIRTAZAPINE,773,px,CPT4,90806,-0.13,0.89,1.47,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
PAROXETINE,705,px,CPT4,90807,-0.59,0.35,1.07,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
PAROXETINE,703,px,CPT4,90805,-0.48,0.4,1.17,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
PAROXETINE,704,px,CPT4,90806,-0.46,0.41,1.68,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
ROPINIROLE,743,px,CPT4,90806,-0.36,0.55,1.14,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
ROPINIROLE,742,px,CPT4,90805,-0.27,0.51,1.12,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
SERTRALINE,721,px,CPT4,90807,-0.69,0.28,1.08,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
SERTRALINE,719,px,CPT4,90805,-0.58,0.33,1.17,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
SERTRALINE,720,px,CPT4,90806,-0.54,0.35,1.72,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
TRAZODONE,736,px,CPT4,90805,0.39,3.12,1.17,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
TRAZODONE,738,px,CPT4,90807,0.37,3.04,1.08,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
TRAZODONE,737,px,CPT4,90806,0.27,2.4,1.43,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
VENLAFAXINE,711,px,CPT4,90807,-0.58,0.33,1.09,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
VENLAFAXINE,709,px,CPT4,90805,-0.58,0.37,1.2,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
VENLAFAXINE,710,px,CPT4,90806,-0.51,0.41,1.66,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
Less common antidepressants or combination of antidepressants,724,px,CPT4,90807,-0.42,0.46,1.1,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
Less common antidepressants or combination of antidepressants,722,px,CPT4,90805,-0.37,0.53,1.21,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 20 To 30 Minutes ",Individual Psychotherapy
Less common antidepressants or combination of antidepressants,723,px,CPT4,90806,-0.28,0.52,1.65,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy
DULOXETINE,731,px,CPT4,90807,-0.52,0.41,1.1,"INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES ",PSYCHOLOGICAL AND PSYCHIATRIC,"Individual Psychotherapy, Insight Oriented, Behavior Modifying And/Or Supportive, In An Office Or Outpatient Facility, Approximately 45 To 50 Minutes ",Individual Psychotherapy 
CITALOPRAM,524,dxo,ICD9,78052,-0.03,0.93,1.08,"INSOMNIA, UNSPECIFIED",RESIDUAL CODES; UNCLASSIFIED,"Insomnia, Unspecified",Insomnia
SERTRALINE,507,dxo,ICD9,78052,-0.03,0.94,1.08,"INSOMNIA, UNSPECIFIED",RESIDUAL CODES; UNCLASSIFIED,"Insomnia, Unspecified",Insomnia
TRAZODONE,541,dxo,ICD9,78052,-0.21,0.8,1.02,"INSOMNIA, UNSPECIFIED",RESIDUAL CODES; UNCLASSIFIED,"Insomnia, Unspecified",Insomnia
Less common antidepressants or combination of antidepressants,530,dxo,ICD9,78052,-0.04,1,1.14,"INSOMNIA, UNSPECIFIED",RESIDUAL CODES; UNCLASSIFIED,"Insomnia, Unspecified",Insomnia
DULOXETINE,861,rx,GEN,G06328,0.05,1.21,1.07,INSULIN LISPRO,DIABETIC THERAPY,Insulin Lispro,Insulin Lispro
AMITRIPTYLINE,0,,,,-4.09,,,Intercept,Intercept,Intercept,Intercept
BUPROPION,0,,,,-3.12,,,Intercept,Intercept,Intercept,Intercept
CITALOPRAM,0,,,,-0.04,,,Intercept,Intercept,Intercept,Intercept
DESVENLAFAXINE,0,,,,0.28,,,Intercept,Intercept,Intercept,Intercept
DOXEPIN,0,,,,-1.61,,,Intercept,Intercept,Intercept,Intercept
DULOXETINE,0,,,,-0.55,,,Intercept,Intercept,Intercept,Intercept
ESCITALOPRAM,0,,,,-1.66,,,Intercept,Intercept,Intercept,Intercept
FLUOXETINE,0,,,,-0.1,,,Intercept,Intercept,Intercept,Intercept
MIRTAZAPINE,0,,,,-1.6,,,Intercept,Intercept,Intercept,Intercept
NORTRIPTYLINE,0,,,,-2.59,,,Intercept,Intercept,Intercept,Intercept
PAROXETINE,0,,,,-0.35,,,Intercept,Intercept,Intercept,Intercept
ROPINIROLE,0,,,,-0.94,,,Intercept,Intercept,Intercept,Intercept
SERTRALINE,0,,,,0.04,,,Intercept,Intercept,Intercept,Intercept
TRAZODONE,0,,,,-4.08,,,Intercept,Intercept,Intercept,Intercept
VENLAFAXINE,0,,,,0.02,,,Intercept,Intercept,Intercept,Intercept
Less common antidepressants or combination of antidepressants,0,,,,-0.71,,,Intercept,Intercept,Intercept,Intercept
SERTRALINE,299,dxo,ICD9,4550,0.05,1.16,1.14,INTERNAL HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,HEMORRHOIDS,Internal Hemorrhoids Without Mention Of Complication,Internal Hemorrhoids Without Mention Of Complication
CITALOPRAM,405,dxo,ICD9,6264,-0.08,0.74,1.04,IRREGULAR MENSTRUAL CYCLE,MENSTRUAL DISORDERS,Irregular Menstrual Cycle,Irregular Menstrual Cycle
SERTRALINE,389,dxo,ICD9,6264,-0.05,0.77,1.04,IRREGULAR MENSTRUAL CYCLE,MENSTRUAL DISORDERS,Irregular Menstrual Cycle,Irregular Menstrual Cycle
SERTRALINE,876,rx,GEN,G06708,-0.07,0.92,1.01,KETOCONAZOLE,MISCELLANEOUS,Ketoconazole,Ketoconazole
ESCITALOPRAM,679,dxo,ICD9,V726,-0.06,0.85,1.03,LABORATORY EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Laboratory Examination,Laboratory Examination
Less common antidepressants or combination of antidepressants,693,dxo,ICD9,V726,-0.08,0.75,1.04,LABORATORY EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Laboratory Examination,Laboratory Examination
SERTRALINE,690,dxo,ICD9,V7260,-0.07,0.81,1.01,"LABORATORY EXAMINATION, UNSPECIFIED",MEDICAL EXAMINATION/EVALUATION,"Laboratory Examination, Unspecified",Laboratory Examination
